number,governorate,district,sub_district,community,latitude_y,longitude_x,temp_code,site_name,type_of_location,shelter_details,newly_established_yn,date_of_input,planned_capacity_hh,families,individuals,girls_children_under_18_18,boys_children_under_18_18,women_female_adults,men_male_adults,full_name,phone,organization_name,comments,cccm,shelter,nfi,wash,fsl,education,cash,protection,nutrition,erl,health,severity_scale_wash_fsl_health_shelter,cccm_2,shelter_2,nfi_2,wash_2,fsl_2,education_2,cash_2,protection_2,nutrition_2,erl_2,health_2,cccm_3,cccm_contact,shelter_3,shelter_contact,nfi_3,nfi_contact,wash_3,wash_contact,fsl_3,fsl_contact,education_3,fsl_contact_2,cash_3,education_contact,protection_3,protection_contact,nutrition_3,nutrition_contact,erl_3,erl_contact,health_3,health_contact,status,admin4pcode,admin1pcode,site_name_ar,admin3pcode,geometry
40,Aleppo,Al Bab,Al Bab,Al Bab,36.364129,37.523034,TEMP033,Rofakaa,Reception Center  ,Tents,Yes ,4595328-03-13,20,18,75,25,23,16,11,NA,90 535 022 23 11,buddies team,The center consists of 20 tents in the yard of Osama bin Zaid Mosque,NA,0,1,0,1,0,1,0,1,0,0,0.75,NA,buddies team,NA,Local Council,NA,Directorate of Education,NA,NA,NA,فريق رفقاء,NA,NA,NA,عمر العمر,90 535 022 23 11,NA,NA,المجلس المحلي,NA,NA,NA,المجلس المحلي,NA,NA,NA,فريق رفقاء,90 535 022 23 11,NA,NA,فريق رفقاء,NA,NA,NA,open,C1202,SY02,NA,SY020200,"c(37.523034, 36.364129)"
41,Aleppo,Jarablus,Jarablus,Jubb Al-Kusa ,36.715561,38.001243,TEMP034,Bonian 3,Reception Center  ,Cement construction,Yes ,4595328-03-13,32,32,163,43,41,42,37,Abdullah Awad,5364817408,AL bonian almarsos,The center is affiliated to the administration of Al-Bunyan Camp 2 CP002007,NA,NA,NA,NA,1,1,1,1,1,NA,1,0.5,Al_bonian almarsos,Al_bonian almarsos,Al_bonian almarsos,iyd,NA,NA,NA,NA,NA,البنيان,NA,5364817408,عبدالله عوض,5364817408,عبدالله عوض,5364817408,عبدالله عوض,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,3,SY020800,"c(38.001243, 36.715561)"
42,Aleppo,Afrin,Jandairis,Jandairis,36.383168,36.68731,TEMP035,ALEMAN 2 reception center,Collective Center  ,Tents,Yes ,4595328-03-13,20,20,151,45,55,30,21,Malik Abdullah,905344950347,Ihsan Relief and Development,The settlement consists of a site where tents have been built,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.75,NA,Ihsan Organization,Ihsan Organization,Ihsan Organization,Al-Risala Islamic Society - Hand in Hand Organization,0,0,Ihsan Organization,0,0,0,NA,NA,NA,NA,مالك العبد الله,905344950347,بشار ظريفة,905000000000,+90 539 455 44 57,NA,قصي السبع,905352288802,NA,NA,قتيبة سعد الدين,5385763371,NA,NA,NA,NA,NA,NA,open,C1426,SY02,2,SY020302,"c(36.68731, 36.383168)"
43, Aleppo,  Azaz,Azaz,Niddeh,36.586473,37.076391,TEMP036,Iqra Temporary Reception Centre,Reception Center  ,Tents,Yes ,4595328-03-13,64,66,300,80,70,85,65,Abeer Fares,5388133292,Iqraa,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,0.75,Iqraa,MHD,MHD,Solidarity,NA,NA,NA,NA,NA,NA,مديرة صحة اعزاز,عبير فارس,5388133292,خلاوي,+90 531 357 17 32,خلاوي,+90 531 357 17 32,احمد حاج محمد,14439053079,NA,NA,NA,NA,NA,NA,NA,NA,خلاوي,+90 531 357 17 32,NA,NA,+90 536 064 11 11,NA,open,C1572,NA,NA,SY020400,"c(37.076391, 36.586473)"
44,Aleppo,Afrin,Jandairis,Jandairis,36.3968064,36.7000796,TEMP038,arabo Shelter Center,Reception Center  ,Tents,Yes ,4595328-03-13,150,150,970,370,320,130,150,waled satof,+90 538 508 28 13,bonian,NA,NA,0.2,1,0.1,0,1,0.3,0.4,0.1,0.2,0.2,0.875,NA,bonian,bonian,bhar.yardem,goal,NA,Sham Takaful Association,ياردم,NRC. عطاء .رحمة بلاحدود,NA,ida,NA,NA,0,NA,NA,NA,0954 933 130,NA,+62 821-3594-3702,NA,NA,NA,+90 506 274 60 41,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,NA,SY020302,"c(36.7000796, 36.3968064)"
45,Aleppo,Afrin,Jandairis,Jandairis,36.402403,36.712115,TEMP039,iman Shelter Center,Reception Center  ,Tents,Yes ,4595328-03-13,200,143,1165,420,453,162,130,Muhammad Alloush,+90 507 010 36 88,sema,NA,NA,0,0,0.2,0,NA,0,0.1,0.2,NA,0.2,0.9,NA,iman alkher . sema,iman alkher,bhar,ataa,NA,Qatar Charity,ihsan. srd,ihh,NA,الامين,NA,NA,NA,NA,NA,NA,0954 933 130,NA,+90 531 527 77 94,NA,NA,NA,+90 507 615 94 45,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,NA,SY020302,"c(36.712115, 36.402403)"
46,Aleppo,Afrin,Jandairis,Jandairis,36.405029,36.68853,TEMP040,abo othman,Informal Site  ,Tents,Yes ,4595328-03-13,110,100,710,210,230,150,120,Fawaz Al-Ahmad,+90 552 445 50 84,Khair uma,NA,NA,0.1,0,0.3,0,NA,0.4,0.2,0,NA,0.3,0.825,NA,Qatar Charity,Ansor Ehsan,bhar,srd,NA,بهار,NA,بنيان,NA,ddd,NA,NA,NA,NA,NA,NA,NA,NA,538 376 86 79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,NA,SY020302,"c(36.68853, 36.405029)"
47,Aleppo,Afrin,Jandairis,Jandairis,36.387621,36.675379,TEMP041,Hamza1.2.3,Informal Site  ,Tents,Yes ,4595328-03-13,90,68,560,180,230,70,80,Salim Al-Jadoua,+90 505 786 43 48,Qatar Charity,NA,NA,0.2,0.2,0,0.3,NA,0,0.25,0.3,NA,0.4,0.775,NA,Qatar Charity,Ansor,bhar,goal,NA,Sham Takaful Association,IHSAN,ihh,NA,srd,NA,NA,NA,NA,NA,NA,NA,NA,+90 533 156 68 71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+352 681 141 812,NA,open,C1426,SY02,1.2.3,SY020302,"c(36.675379, 36.387621)"
48,Aleppo,Afrin,Jandairis,Jandairis,36.389538,36.696164,TEMP042,al tell,Informal Site  ,Tents,Yes ,4595328-03-13,160,117,990,340,395,125,130,Hayel Al-Hussein,+30 699 307 8145,Saudi campaign,NA,NA,0,0,0.3,0.2,NA,0,0.2,0.3,NA,0.1,0.85,NA,Saudi campaign,Saudi campaign,NA,NRC,NA,Sham Takaful Association,ida,ihh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+90 539 554 59 94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1426,SY02,NA,SY020302,"c(36.696164, 36.389538)"
49,Aleppo,Afrin,Jandairis,Kojman  ,36.439332,36.740885,TEMP043,kogman Shelter Center,Informal Site  ,Tents,Yes ,4595328-03-13,250,240,1630,550,510,300,270,Ahmed Al-Saleh,+994 40 090 19 68,"Qatar Charity, Unlimited Mercy and Benevolence",NA,NA,0.3,0.3,0.2,0,NA,0,0.6,0.1,NA,0.3,0.8,NA,Qatar Charity and Ihsan,Qatar Charity,NA,NRC,NA,ILAF,NA,ihh,NA,ida,NA,NA,NA,NA,NA,NA,NA,NA,+90 539 554 59 94,NA,NA,NA,+90 552 441 01 22,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,NA,SY020302,"c(36.740885, 36.439332)"
50,Aleppo,Afrin,Sharan,Mashaala,36.568793,36.92368,TEMP044,soame Shelter Center,Informal Site  ,Tents,Yes ,4595328-03-13,150,80,630,210,185,110,125,Hassan Qandal,+90 531 406 14 78,"ihh, Aleman",NA,NA,0,0.2,0.1,0.1,NA,0.3,0.3,0.1,NA,0.2,0.9,NA,ihh,ihh,bhar,whh,NA,whh,sema,NRC,NA,amin,NA,NA,NA,NA,NA,NA,NA,NA,+963 940 583 576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,C1520,SY02,NA,SY020304,"c(36.92368, 36.568793)"
51,Aleppo,Afrin,Jandairis,Jandairis,36.391115,36.691891,TEMP045,Elementary School,School,Tents,Yes ,4595328-03-13,120,30,210,71,72,35,32,happy phrase,+90 537 316 90 73,Khair uma,NA,NA,0,0,0,0,NA,0.1,0.4,0,NA,0.1,0.975,NA,Khair uma,Khair uma,Ansor,sdad,NA,Sham Takaful Association,ihsan,NRC,NA,ida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+90 534 431 66 24,NA,NA,NA,NA,NA,NA,open,C1426,SY02,NA,SY020302,"c(36.691891, 36.391115)"
52,Aleppo,Afrin,Jandairis,Kafr Safra ,36.456248,36.638075,TEMP046,el amal2,Informal Site  ,Cement rooms,Yes ,4595328-03-13,200,184,1605,590,610,220,185,Ibrahim Daghim,+90 531 347 31 54,Peace Friends Association,NA,NA,NA,0.1,0.2,0,0.2,0,0,NA,NA,0.1,0.925,NA,NA,Ihsan,Bahar organization,Shafak organization,NA,WHH,SRD,NA,NA,srd,NA,NA,NA,NA,NA,90 534 431 66 24,+963 947 158 733,NA,NA,NA,NA,NA,NA,7 930 997-61-58,NA,NA,NA,NA,NA,NA,NA,+90 538 412 37 73,open,NA,SY02,2,SY020302,"c(36.638075, 36.456248)"
53,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.8492741,36.5216964,TEMP047,MHD's reception center,Reception Center  ,Tents,Yes ,4595328-03-13,100,160,753,250,203,150,150,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0.4,NA,NA,0.3,0.925,NA,NA,MHD,Syria Relief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,خلاوي حسن 5313571732,NA,محمد سامر الشلح+963 937 465 464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,,NA,"c(NA, NA)"
54,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.8492741,36.8792741,TEMP048,Afrin Garage Reception Center,Reception Center  ,Tents,Yes ,4595328-03-13,100,70,285,70,80,75,60,Abdul Sattar Abdul Sattar,963950542206,Al-Amin Organization,NA,NA,NA,0.1,0.2,0.5,0,NA,0.2,NA,NA,0.1,0.8,NA,Amen,Amen,Syria Relief,NA,NA,NA,NA,احسان,NA,NA,NA,NA,NA,NA,عبد الستار963950542206,NA,سير رليف محمد سامر الشلح+963 937 465 464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,NA,NA,"c(NA, NA)"
55,Aleppo,Afrin,Afrin,Afrin (Afrin) -  ,36.8492741,36.5216964,TEMP049,Haider Center,Reception Center  ,Tents,Yes ,4595328-03-13,200,120,500,150,150,101,99,NA,NA,NA,NA,NA,NA,0.4,0.3,0.2,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,Syria Relief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,محمد سامر الشلح+963 937 465 464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,NA,NA,"c(NA, NA)"
56,Aleppo,Afrin,Jandairis,Jandairis,NA,36.69597,TEMP050,(Al-Nasr Al-Rifa'atiya Camp),Reception Center  ,Tents,Yes ,4595328-03-13,100,90,600,180,170,120,130,Omar Zakaria,535 504 17 83,NA,The camp is a temporary shelter called Al-Rifaatiya or Al-Nasr camp,NA,0.2,0.2,1,0.2,NA,0.4,0.2,NA,NA,0.3,0.575,NA,Saudi campaign,Saudi campaign,NA,Al-Risala Islamic Society - Hand in Hand Organization,NA,NA,SRD,NA,NA,srd,NA,NA,NA,NA,NA,NA,NA,NA,539 455 44 57,NA,NA,NA,NA,NA,538 412 37 73,NA,NA,NA,NA,NA,538 376 86 79,NA,open,C1426,SY02,(  ),NA,"c(NA, NA)"
57,Idleb,Harim,Dana,Tilaada,36.245105,36.786571,CP002071,"Al-Kawthar Shelter Center, next to Al-Salem camp",Reception Center  ,Tents,Yes ,4595328-03-13,75,75,370,115,100,80,75,Ahmed Fayyad Al-Barho,2250546995798,Dana Development Directorate,The site is next to Al-Salem camp,0,0,0,0,0,1,1,1,1,1,1,0.75,NA,Sard,Mercy Organization,Shafak organization,Absher Foundation,0,0,0,0,0,0,2250546995798,احمد فياض البرهو,عبد الحميد,963999324256,احمد نجم,35220681120639,ابراهيم العز,352681521688,محمد نور,212635930840,0,0,0,0,0,0,0,0,0,0,0,0,open,C4124,SY07,  ,SY070301,"c(36.786571, 36.245105)"
58,Idleb,Harim,Kafr Takharim,Kafr Takharim ,36.117915000000004,36.512154,TEMP051,Shabiba shelter center,Reception Center  ,Tents,Yes ,4595328-03-13,44,44,259,80,79,50,50,Arabah Alden,966541118156,The local council of Kafr Takharim,The site is made up of tents that were built by the people with the help of the local council of Kafr Takharim,1,1,1,1,0.75,1,1,1,1,1,1,0.0625,0,0,0,0,Qatar Charity and Darna Organization,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,NA,SY07,NA,SY070303,"c(36.512154, 36.117915)"
59,Idleb,Harim,Armanaz,Armanaz,36.084261,36.495075,TEMP052,Omari shelter center,Reception Center  ,Tents,Yes ,4595328-03-13,304,304,1400,380,410,310,300,Hassan Mahmoud,254773345820,Center manager,"A newly established shelter center, and the Watan Organization provided 50 tents and 50 NFI baskets.",1,0.8,0.8,0,1,1,1,1,1,1,1,0.3,0,Watan Organization,Watan Organization,Binaa organization,0,0,0,0,0,0,0,0,0,0,منظمة وطن,NA,منظمة وطن,منظمة بناء,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,C4176,SY07,NA,SY070305,"c(36.495075, 36.084261)"
60,Idleb,Harim,Kafr Takharim,Kafr Takharim ,36.104723,36.541385,CP000964,Al-Jabal Al-Sharqi Shelter Center,Reception Center  ,Tents,  NO,4595328-03-13,25,25,125,40,35,25,25,Arabah Alden,966541118156,The local council of Kafr Takharim,"The camp is old CP000964, it was closed earlier, now after the earthquake, tents have been set up in it by the Beit Rahma Association",1,0,1,1,1,1,1,1,1,1,1,0.25,0,Beit Rahma Association,0,0,0,0,0,0,0,0,0,0,0,جمعية بيت رحمة,NA,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,NA,SY07, ,SY070303,"c(36.541385, 36.104723)"
61,Idleb,Harim,Kafr Takharim,Kafr Takharim ,36.109859,36.518734,TEMP053,Kafr Takharim Shelter,Reception Center  ,Tents,Yes ,4595328-03-13,37,37,190,60,50,40,40,Anas Sarrama,905389387874,Noah Society,"The site consists of 13 tents and 6 large tents. It was established by the Khairat Association and the Noah Association. Heaters, blankets and a battery were provided by the Darna Organization.",0,0,0.5,0,0,1,1,1,1,1,1,0.75,Noah and bounties association,Noah and Goodwill Association,Noah Society,Shafak organization,Noah Association and Khairat Association,0,0,0,0,0,0,905389387874,انس الصرما,905389387874,جمعية نوح,905389387874,جمعية نوح,963962583061,شفق,963940192858,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,NA,SY07,NA,SY070303,"c(36.518734, 36.109859)"
62,Idleb,Harim,Salqin,Faroukiyeh,36.174244,36.408569,TEMP054,Al-Rahma Shelter Center - Al-Maghara,Collective Center  ,Tents,Yes ,4595328-03-13,350,260,1255,350,300,320,285,Rami Al-Shami,37066143850,Relief office in Salqin,"The shelter center is close to Qadimoun camp, 100 meters away.",0,0,1,0,1,1,1,1,1,1,1,0.5,Louay Darwish,Universal mercy,NA,IYD,0,0,0,0,0,0,NA,905380326204,لؤي الدرويش,صافي الحسن,13111566248,NA,NA,احمد الرج,63988406979,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,C6619,SY07,  ,SY070302,"c(36.408569, 36.174244)"
63,Idleb,Harim,Salqin,Salqin,36.134402,36.442089,TEMP055,Al-Basatine Stadium,Collective Center  ,Tents,Yes ,4595328-03-13,100,102,500,130,125,130,115,Rami Al-Shami,37066143850,Relief office in Salqin,NA,0,0,1,1,1,1,1,1,1,1,1,0.25,0,Universal mercy,0,0,0,0,0,0,0,0,NA,0,0,صافي الحسن,13111566248,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,C4140,SY07,,SY070302,"c(36.442089, 36.134402)"
64,Idleb,Harim,Salqin,Salqin,36.143528,36.449128,TEMP056,Al Fida Shelter Center Mall,Collective Center  ,Tents,Yes ,4595328-03-13,100,97,450,115,120,120,95,Rami Al-Shami,37066143850,Relief office in Salqin,NA,0,0,1,1,1,1,1,1,1,1,1,0.25,0,Universal mercy,0,0,0,0,0,0,0,0,NA,0,0,صافي الحسن,13111566248,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,open,C4140,SY07,NA,SY070302,"c(36.449128, 36.143528)"
65,Idleb,Harim,Dana,Sarmada,36.143994,36.746104,TEMP057,   -  Al Kamuna Sarmada,Collective Center  ,Tents,Yes ,4595328-03-13,50,56,279,55,80,75,69,عبد الحميد الأشقر,963993000000,احسان للإغاثة و التنمية,The settlement consists of a site where tents have been built,1,1,0,0,1,1,1,0.5,1,1,0.5,0.375,NA,0,Ihsan Organization,Ihsan Organization,Ihsan Organization,0,0,Ihsan Organization,0,0,0,NA,NA,NA,NA,محمد كامل,963945520219,عبيده يسوف,964000000000,NA,NA,NA,NA,NA,NA,جهاد البكور,963943596570,NA,NA,NA,NA,NA,NA,open,C4121,SY07,مركز إيواء الكمونه  سرمدا,SY020001,"c(36.746104, 36.143994)"
66,Aleppo,Afrin,Jandairis,Jandairis,36.383168,36.68731,TEMP058,  2 Al Iman 2,Collective Center  ,Tents,Yes ,4595328-03-13,20,20,151,45,55,30,21,مالك العبد الله,905344950347,احسان للإغاثة و التنمية,The settlement consists of a site where tents have been built,1,1,0,0,1,1,1,0.5,1,1,0.5,0.375,NA,Ihsan Organization,Ihsan Organization,Ihsan Organization,Ihsan Organization,0,0,Ihsan Organization,0,0,0,NA,NA,NA,NA,مالك العبد الله,905344950347,بشار ظريفة,905400000000,NA,NA,قصي السبع,905352288802,NA,NA,قتيبة سعد الدين,905385763371,NA,NA,NA,NA,NA,NA,open,C1426,SY02,مركز ايواء الإيمان2 2,SY020302,"c(36.68731, 36.383168)"
67,Aleppo,Azaz,Azaz,Azaz,36.599841,37.064068,TEMP059,    Central Azaz RC,Collective Center  ,Tents,Yes ,4595328-03-13,20,20,108,36,29,23,20,مالك العبد الله,905344950347,احسان للإغاثة و التنمية,The settlement consists of a site where tents have been built,1,1,0,0,1,1,1,0.5,1,1,0.5,0.375,NA,Ihsan Organization,Ihsan Organization,Ihsan Organization,Ihsan Organization,0,0,Ihsan Organization,0,0,0,NA,NA,NA,NA,مالك العبد الله,905344950347,بشار ظريفة,905400000000,NA,NA,قصي السبع,905352288802,NA,NA,قتيبة سعد الدين,905385763371,NA,NA,NA,NA,NA,NA,open,C1564,SY02,مركز إيواء اعزاز المركزي,SY020400,"c(37.064068, 36.599841)"
68,Idleb,Harim,Qourqeena,Ras Elhisn ,36.099056,36.6155,CP001804,    Koknaya Collevtive Center,Planned Camp  ,NA,No ,4595328-03-13,NA,265,1484,473,387,374,250,Khaled Almohammad,90 531 540 32 93,ATAA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,ATAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khaled Almohammad,90 531 540 32 94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY07,مركز إيواء كوكنايا ,SY070304,"c(36.6155, 36.099056)"
69,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,35.999889,36.664917,TEMP060,    Corona Collevtive center,Reception Center  ,NA,Yes ,4595328-03-13,NA,10,48,15,13,12,8,Khaled Almohammad,90 531 540 32 93,ATAA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,ATAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khaled Almohammad,90 531 540 32 93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY07,مركز إيواء كورونا ,SY070005,"c(36.664917, 35.999889)"
70,Aleppo,Jebel Saman ,Daret Azza,Deir Samaan ,36.349853,36.845678,CP002206,Al Hirsh(Deir Samaan)  ( ),Planned Camp  ,NA,No ,4595328-03-13,NA,114,639,204,167,161,107,Khaled Almohammad,90 531 540 32 93,ATAA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,ATAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khaled Almohammad,90 531 540 32 94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,SY02,( )  الحرش(دير سمعان),SY020300,"c(36.845678, 36.349853)"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,"c(NA, NA)"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14236,13653,11024,10364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,"c(NA, NA)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070005,"c(36.674523, 36.018176)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070005,"c(36.66496, 35.999805)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.405954, 36.060964)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.398938, 36.054596)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.456096, 36.143511)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.4487, 36.1399248)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.447839, 36.135247)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.440353, 36.137876)"
1,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin ,36.018176,36.674523,N/A,Watan reception center   ,Reception Center  ,Tents,Yes ,2023-03-02,80,0,0,0,0,0,0,NA,NA,WATAN,The center was closed and the families moved to the city of Maarat Misrin and the neighboring villages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,NA,SY07, مركز وطن,SY070302,"c(36.407574, 36.181694)"
